S.no,employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
188,00-95590648,Jennifer,Lopez,Female,New York,Rochester,07-07-2017,Customer Service,Customer Service Manager,Bachelor,"68,202",Excellent,No,20-03-1989,
189,00-13527782,Barbara,Moore,Female,New York,Rochester,20-02-2019,Operations,Inventory Specialist,Bachelor,"61,300",Satisfactory,Yes,17-03-2000,
190,00-74245343,Thomas,Wilson,Female,New York,Buffalo,26-03-2024,Customer Service,Customer Service Manager,Bachelor,"91,553",Satisfactory,No,17-03-2000,
191,00-79438885,Barbara,Jones,Male,New York,Rochester,05-03-2022,Sales,Sales Consultant,Bachelor,"1,06,704",Satisfactory,No,24-03-1972,
192,00-17437386,Patricia,Taylor,Female,New York,New York City,30-05-2018,IT,Software Developer,Bachelor,"92,291",Good,No,20-03-1990,
193,00-79645282,Elizabeth,Williams,Female,New York,Buffalo,15-03-2017,Sales,Sales Specialist,Bachelor,"89,691",Good,Yes,25-03-1970,15-04-2021
194,00-32633927,Charles,Jackson,Female,Virginia,Virginia Beach,02-12-2016,Sales,Sales Specialist,High School,"53,718",Good,No,18-03-1999,03-01-2021
195,00-87412924,William,Miller,Male,Michigan,Warren,03-09-2019,Operations,Operations Manager,PhD,"87,967",Good,Yes,21-03-1985,
196,00-64504816,Elizabeth,Anderson,Female,New York,New York City,21-09-2022,IT,IT Manager,Bachelor,"1,07,619",Good,No,23-03-1978,
197,00-37383505,David,Martin,Female,Pennsylvania,Philadelphia,04-07-2018,IT,System Administrator,Master,"1,02,260",Excellent,No,18-03-1996,
198,00-79119463,Sarah,Brown,Male,New York,Buffalo,17-09-2017,Marketing,Marketing Coordinator,High School,"85,058",Good,No,23-03-1976,
199,00-22993840,Mary,Martinez,Male,New York,Buffalo,09-09-2024,Sales,Sales Representative,Bachelor,"70,932",Good,No,21-03-1984,
200,00-51971886,Michael,Garcia,Female,Michigan,Grand Rapids,09-10-2020,IT,IT Support Specialist,PhD,"90,441",Needs Improvement,No,24-03-1973,21-06-2023
201,00-77839607,Joseph,Davis,Female,New York,New York City,17-07-2021,Customer Service,Support Specialist,High School,"56,624",Satisfactory,No,21-03-1986,
202,00-97813295,Jessica,Martinez,Male,New York,Rochester,03-02-2015,Customer Service,Customer Service Manager,PhD,"67,555",Good,No,20-03-1988,
203,00-64123845,Barbara,Johnson,Female,Michigan,Grand Rapids,29-07-2015,Customer Service,Customer Service Representative,Master,"87,827",Excellent,No,17-03-2000,
204,00-70445541,Sarah,Rodriguez,Male,New York,Rochester,18-08-2022,Operations,Operations Manager,Bachelor,"62,672",Satisfactory,Yes,23-03-1979,
205,00-55511258,Sarah,Lopez,Male,New York,New York City,26-03-2017,Customer Service,Help Desk Technician,High School,"55,938",Needs Improvement,No,17-03-2002,
206,00-54699966,Jessica,Taylor,Male,North Carolina,Raleigh,02-09-2016,Customer Service,Customer Service Representative,Master,"91,750",Good,No,19-03-1994,
207,00-92745294,Elizabeth,Jackson,Female,New York,Buffalo,08-09-2020,Sales,Sales Representative,Master,"1,12,245",Good,Yes,17-03-2003,
208,00-24710878,Susan,Jackson,Male,New York,Buffalo,08-12-2023,Operations,Operations Manager,PhD,"84,803",Excellent,No,26-03-1967,
209,00-16892773,Charles,Thomas,Male,Pennsylvania,Philadelphia,17-11-2020,Sales,Sales Representative,Bachelor,"81,745",Satisfactory,No,17-03-2002,
210,00-24749927,Michael,Smith,Male,New York,Buffalo,08-07-2018,IT,IT Support Specialist,Bachelor,"1,04,127",Satisfactory,Yes,20-03-1991,
211,00-92071195,Jessica,Johnson,Male,New York,Rochester,19-07-2016,Customer Service,Customer Service Representative,Master,"1,12,701",Satisfactory,No,25-03-1971,
212,00-33244151,Joseph,Moore,Female,Pennsylvania,Pittsburgh,15-02-2021,Marketing,Content Creator,Master,"1,13,462",Good,No,19-03-1992,
213,00-47447604,Sarah,Martinez,Male,Michigan,Detroit,04-05-2018,Operations,Logistics Coordinator,Bachelor,"1,14,094",Good,No,21-03-1984,
214,00-85227370,William,Martinez,Male,New York,New York City,06-06-2021,IT,IT Support Specialist,PhD,"95,237",Good,Yes,19-03-1995,
215,00-48605090,John,Lopez,Female,New York,Buffalo,10-05-2022,IT,System Administrator,PhD,"78,047",Excellent,No,19-03-1992,
216,00-46390817,Sarah,Rodriguez,Female,New York,New York City,23-03-2016,Operations,Operations Analyst,Bachelor,"56,653",Good,No,25-03-1971,
217,00-41250794,Mary,Brown,Male,New York,Buffalo,14-09-2018,Marketing,Marketing Coordinator,High School,"68,018",Satisfactory,No,16-03-2004,
218,00-31198492,Susan,Thomas,Male,New York,Buffalo,18-04-2022,IT,Software Developer,Master,"92,096",Needs Improvement,Yes,21-03-1986,
219,00-22007214,Charles,Davis,Male,New York,Rochester,14-04-2023,Operations,Operations Manager,Bachelor,"1,04,773",Good,Yes,19-03-1993,
220,00-14877451,Richard,Thomas,Female,New York,New York City,26-05-2023,Sales,Sales Specialist,High School,"51,214",Satisfactory,No,21-03-1985,
221,00-24401654,David,Martinez,Female,Michigan,Grand Rapids,11-03-2022,Customer Service,Help Desk Technician,Bachelor,"1,16,088",Needs Improvement,No,24-03-1975,
222,00-25119192,David,Garcia,Female,New York,Rochester,23-02-2020,Operations,Logistics Coordinator,Bachelor,"51,846",Satisfactory,Yes,22-03-1983,
223,00-86206305,Michael,Garcia,Male,New York,Rochester,07-08-2024,Sales,Sales Representative,PhD,"1,17,538",Good,No,21-03-1984,04-11-2028
224,00-22802372,Jennifer,Jones,Male,New York,Buffalo,18-08-2018,Customer Service,Customer Service Representative,High School,"84,181",Good,Yes,22-03-1980,
225,00-45835371,David,Martinez,Male,Michigan,Warren,08-02-2023,Customer Service,Customer Service Manager,Master,"97,127",Satisfactory,No,20-03-1989,05-04-2024
226,00-72464258,Elizabeth,Garcia,Male,New York,Buffalo,11-09-2022,Marketing,Content Creator,High School,"88,671",Good,Yes,22-03-1981,
227,00-39410942,Robert,Thomas,Male,New York,New York City,07-02-2020,IT,System Administrator,PhD,"1,11,712",Good,No,25-03-1970,
228,00-39314711,Linda,Martin,Female,North Carolina,Charlotte,22-11-2020,Finance,Accounts Payable Specialist,Master,"60,237",Good,No,25-03-1968,
229,00-83504237,Thomas,Miller,Male,New York,Rochester,07-01-2021,Operations,Operations Analyst,Bachelor,"93,007",Good,Yes,25-03-1971,
230,00-37568520,Charles,Thomas,Male,Pennsylvania,Philadelphia,21-09-2020,Operations,Inventory Specialist,High School,"1,09,432",Satisfactory,No,18-03-1996,
231,00-71310453,Charles,Johnson,Male,Ohio,Cincinnati,08-03-2020,Operations,Logistics Coordinator,High School,"1,01,897",Satisfactory,No,20-03-1988,
232,00-39246218,Charles,Williams,Male,New York,New York City,02-10-2019,Customer Service,Support Specialist,High School,"57,897",Satisfactory,Yes,17-03-2000,
233,00-73360324,Mary,Martinez,Male,New York,Buffalo,07-01-2017,Sales,Sales Consultant,PhD,"99,081",Satisfactory,Yes,22-03-1980,
234,00-60666702,Richard,Williams,Male,Ohio,Cincinnati,03-06-2022,Finance,Accountant,Master,"65,549",Excellent,Yes,19-03-1993,
235,00-62755436,Thomas,Jones,Male,Michigan,Warren,01-07-2017,Operations,Operations Manager,High School,"89,107",Good,No,24-03-1975,
236,00-83074216,Susan,Moore,Male,Pennsylvania,Pittsburgh,26-03-2024,IT,Software Developer,Bachelor,"1,10,375",Satisfactory,No,22-03-1982,
237,00-35297417,Patricia,Johnson,Male,New York,Rochester,14-09-2019,Operations,Operations Manager,Bachelor,"77,011",Needs Improvement,Yes,17-03-2000,19-05-2020
238,00-69920305,Karen,Johnson,Male,New York,New York City,22-04-2023,IT,IT Manager,PhD,"1,07,535",Good,No,20-03-1990,
239,00-17575790,Robert,Taylor,Female,New York,Buffalo,17-08-2017,Sales,Sales Specialist,Master,"81,051",Satisfactory,Yes,21-03-1985,
240,00-98612211,Thomas,Davis,Male,Michigan,Grand Rapids,15-05-2018,Customer Service,Support Specialist,High School,"72,955",Satisfactory,Yes,23-03-1977,
241,00-16292676,Barbara,Gonzalez,Male,New York,Rochester,29-07-2018,IT,IT Support Specialist,PhD,"69,558",Good,No,21-03-1985,
242,00-82199509,Jessica,Davis,Male,New York,New York City,16-05-2018,Marketing,SEO Specialist,PhD,"57,552",Good,No,25-03-1969,
243,00-65902739,Sarah,Taylor,Female,New York,New York City,10-05-2019,IT,Software Developer,Master,"76,651",Satisfactory,No,22-03-1983,
244,00-70369365,Barbara,Williams,Female,New York,Rochester,15-02-2023,Operations,Operations Analyst,High School,"85,187",Satisfactory,Yes,22-03-1980,
245,00-90922827,Mary,Williams,Male,New York,New York City,09-01-2024,Marketing,SEO Specialist,PhD,"77,379",Needs Improvement,No,22-03-1983,
246,00-12058055,Michael,Miller,Male,New York,Rochester,25-04-2016,Sales,Sales Representative,Bachelor,"76,805",Needs Improvement,No,23-03-1979,
247,00-84098828,David,Martinez,Male,New York,Buffalo,24-03-2020,Sales,Sales Specialist,Master,"84,283",Excellent,No,22-03-1981,
248,00-76743428,Joseph,Brown,Female,North Carolina,Greensboro,07-04-2020,Finance,Financial Analyst,Bachelor,"98,589",Needs Improvement,Yes,21-03-1984,
249,00-85500790,Linda,Jones,Male,Pennsylvania,Philadelphia,04-12-2017,Operations,Inventory Specialist,Master,"69,976",Satisfactory,No,19-03-1992,
250,00-60981231,Charles,Davis,Male,New York,Buffalo,05-03-2021,IT,System Administrator,Master,"1,14,044",Needs Improvement,No,24-03-1973,
251,00-57268285,Jennifer,Jones,Male,New York,Rochester,16-02-2021,IT,IT Support Specialist,Bachelor,"57,698",Good,No,25-03-1971,15-05-2026
252,00-19976458,Mary,Smith,Female,New York,Buffalo,17-07-2016,Finance,Accountant,High School,"69,795",Excellent,No,16-03-2004,
253,00-71204580,Barbara,Johnson,Female,Pennsylvania,Allentown,25-02-2022,Sales,Sales Representative,PhD,"52,061",Good,Yes,16-03-2004,
254,00-65208920,James,Smith,Female,New York,Rochester,06-02-2023,Finance,Financial Analyst,Master,"52,246",Good,Yes,24-03-1972,
255,00-67790557,Jennifer,Brown,Male,North Carolina,Charlotte,17-11-2020,Operations,Operations Analyst,Bachelor,"75,156",Excellent,No,25-03-1971,
256,00-57572279,William,Gonzalez,Female,New York,New York City,09-03-2019,Customer Service,Help Desk Technician,PhD,"81,877",Good,No,20-03-1990,
257,00-20820219,Mary,Williams,Male,Virginia,Norfolk,03-04-2019,Operations,Inventory Specialist,PhD,"57,355",Excellent,No,16-03-2004,
258,00-21097943,Jessica,Wilson,Male,New York,Rochester,18-10-2023,Sales,Sales Specialist,High School,"1,19,226",Excellent,Yes,17-03-2002,
259,00-86072480,Jessica,Rodriguez,Female,New York,New York City,01-11-2015,Operations,Logistics Coordinator,High School,"73,508",Satisfactory,No,21-03-1984,27-06-2017
260,00-88790652,Robert,Gonzalez,Female,New York,New York City,10-05-2018,IT,Software Developer,Bachelor,"1,01,007",Satisfactory,No,25-03-1970,
261,00-28783850,John,Taylor,Female,Michigan,Warren,17-11-2018,IT,IT Manager,High School,"1,07,290",Good,No,20-03-1990,
262,00-55713584,Karen,Martin,Male,Virginia,Richmond,13-06-2019,Operations,Logistics Coordinator,High School,"85,825",Good,No,23-03-1976,
263,00-57756170,Sarah,Gonzalez,Female,Michigan,Grand Rapids,30-01-2017,Operations,Inventory Specialist,High School,"88,715",Satisfactory,No,20-03-1989,
264,00-21010955,William,Jones,Male,New York,Buffalo,25-12-2022,Operations,Operations Analyst,PhD,"91,507",Excellent,Yes,22-03-1981,03-07-2023
265,00-51374957,Joseph,Lopez,Female,New York,Buffalo,23-02-2016,Customer Service,Customer Service Representative,High School,"74,561",Good,No,23-03-1977,
266,00-84455942,Thomas,Wilson,Female,New York,New York City,18-04-2015,Operations,Operations Manager,Master,"62,198",Satisfactory,No,26-03-1966,
267,00-53544301,Richard,Smith,Male,Virginia,Norfolk,22-08-2019,Sales,Sales Representative,High School,"81,816",Needs Improvement,No,25-03-1968,
268,00-61100987,Jennifer,Jones,Male,New York,Buffalo,18-05-2018,Operations,Logistics Coordinator,PhD,"69,127",Excellent,Yes,17-03-2000,
269,00-47038975,Susan,Martinez,Female,New York,Buffalo,11-10-2023,Customer Service,Customer Service Manager,Master,"82,990",Satisfactory,No,20-03-1989,
270,00-76545476,Karen,Martin,Female,New York,New York City,19-02-2020,Sales,Sales Manager,Bachelor,"89,932",Needs Improvement,Yes,16-03-2004,
271,00-54589439,Karen,Gonzalez,Male,New York,Buffalo,09-12-2019,Marketing,Content Creator,PhD,"67,842",Satisfactory,No,21-03-1985,
272,00-36957830,Jessica,Hernandez,Male,Michigan,Detroit,20-06-2019,Marketing,Content Creator,Master,"1,14,357",Good,No,25-03-1968,
273,00-53739710,Richard,Rodriguez,Male,New York,Buffalo,04-02-2019,Operations,Operations Manager,Bachelor,"73,583",Satisfactory,No,25-03-1969,31-08-2023
274,00-71957885,Michael,Anderson,Female,Virginia,Norfolk,27-04-2024,Customer Service,Customer Service Manager,PhD,"1,15,444",Good,Yes,18-03-1996,
275,00-42483531,William,Jones,Male,New York,Rochester,30-09-2019,Customer Service,Help Desk Technician,High School,"1,08,860",Good,Yes,26-03-1966,
276,00-63795149,Sarah,Taylor,Male,New York,Rochester,10-09-2019,Operations,Operations Manager,Master,"61,138",Good,No,18-03-1998,
277,00-98261798,Barbara,Garcia,Female,New York,Rochester,14-11-2021,Customer Service,Customer Service Manager,PhD,"93,463",Good,No,23-03-1977,30-11-2022
278,00-44727276,Linda,Taylor,Female,Pennsylvania,Allentown,25-10-2020,IT,Software Developer,PhD,"99,036",Needs Improvement,No,23-03-1979,
279,00-88999206,Thomas,Jones,Female,New York,Buffalo,11-04-2015,IT,IT Support Specialist,High School,"88,722",Good,No,23-03-1978,
280,00-21523236,Patricia,Jones,Male,New York,Buffalo,01-07-2018,Sales,Sales Specialist,PhD,"77,114",Good,No,25-03-1971,
281,00-73909453,Patricia,Anderson,Female,New York,Rochester,24-10-2022,IT,IT Support Specialist,Master,"58,804",Satisfactory,No,21-03-1985,16-04-2027
282,00-25446483,James,Hernandez,Male,North Carolina,Greensboro,23-03-2016,Operations,Operations Analyst,Bachelor,"1,17,632",Good,No,19-03-1993,
283,00-54424679,Sarah,Wilson,Female,New York,Buffalo,07-08-2017,Sales,Sales Representative,Bachelor,"74,430",Excellent,No,23-03-1977,
284,00-92424037,Michael,Anderson,Male,New York,Rochester,26-10-2019,IT,IT Support Specialist,High School,"78,153",Good,No,20-03-1991,
285,00-18397164,Charles,Brown,Female,New York,Rochester,04-02-2017,IT,System Administrator,Master,"75,830",Good,No,24-03-1975,
286,00-75697427,Thomas,Hernandez,Male,New York,Rochester,11-05-2019,Customer Service,Help Desk Technician,High School,"95,603",Satisfactory,No,22-03-1982,
287,00-92861016,Jennifer,Martinez,Female,New York,Rochester,14-08-2021,Finance,Finance Manager,Bachelor,"91,049",Satisfactory,Yes,18-03-1997,
288,00-25696616,Jennifer,Lopez,Female,New York,Rochester,02-08-2016,Operations,Inventory Specialist,PhD,"68,070",Good,No,25-03-1968,
289,00-34931439,Jessica,Moore,Male,New York,Rochester,27-03-2022,Operations,Operations Analyst,Bachelor,"1,14,178",Good,No,21-03-1986,
290,00-52222214,Joseph,Martin,Female,New York,New York City,15-09-2024,Customer Service,Support Specialist,High School,"1,13,518",Needs Improvement,No,18-03-1996,
291,00-61532114,Sarah,Taylor,Male,New York,Rochester,20-07-2020,Customer Service,Help Desk Technician,PhD,"1,04,477",Good,Yes,23-03-1976,
292,00-21095863,Charles,Smith,Male,New York,New York City,11-04-2018,Operations,Operations Manager,Master,"79,470",Good,No,25-03-1970,
293,00-71380637,Charles,Thomas,Female,New York,Rochester,23-09-2020,IT,IT Manager,High School,"85,112",Satisfactory,No,25-03-1970,
294,00-59239353,Sarah,Johnson,Female,Michigan,Warren,13-12-2019,Marketing,SEO Specialist,PhD,"63,423",Satisfactory,No,20-03-1989,
295,00-14325890,Joseph,Rodriguez,Male,Illinois,Aurora,01-09-2024,Customer Service,Customer Service Manager,PhD,"65,386",Good,No,20-03-1989,
296,00-88909809,Barbara,Martin,Male,Pennsylvania,Allentown,20-10-2019,Operations,Operations Analyst,Bachelor,"77,082",Satisfactory,No,20-03-1991,
297,00-86514083,Barbara,Moore,Male,New York,Buffalo,10-09-2021,Operations,Operations Analyst,Master,"88,356",Excellent,No,21-03-1986,
298,00-79043610,Patricia,Jones,Female,New York,Buffalo,31-08-2015,Operations,Logistics Coordinator,Bachelor,"67,392",Good,No,20-03-1989,
299,00-53231088,Linda,Gonzalez,Female,New York,Buffalo,05-08-2016,Sales,Sales Specialist,PhD,"99,174",Excellent,No,23-03-1976,17-07-2021
300,00-22494970,Richard,Taylor,Male,New York,Rochester,13-02-2018,Finance,Financial Analyst,PhD,"1,13,968",Good,No,21-03-1984,
301,00-22501261,Joseph,Lopez,Male,New York,New York City,04-12-2023,IT,IT Support Specialist,Bachelor,"1,06,314",Good,No,20-03-1991,
302,00-53334226,Elizabeth,Hernandez,Female,New York,Rochester,25-06-2021,Operations,Operations Analyst,PhD,"95,054",Good,No,17-03-2001,26-06-2025
303,00-71684020,James,Brown,Male,Virginia,Virginia Beach,13-12-2019,Customer Service,Help Desk Technician,High School,"1,06,072",Excellent,Yes,19-03-1992,
304,00-27705074,Elizabeth,Garcia,Female,New York,Buffalo,18-01-2016,Customer Service,Support Specialist,Master,"60,803",Good,No,22-03-1981,
305,00-97095388,Jennifer,Johnson,Female,Michigan,Grand Rapids,06-01-2022,Sales,Sales Specialist,Bachelor,"1,06,260",Excellent,No,18-03-1999,
306,00-10145801,Michael,Thomas,Female,New York,New York City,27-06-2016,Sales,Sales Consultant,PhD,"51,217",Satisfactory,No,16-03-2004,
307,00-26185823,Susan,Jones,Female,New York,Buffalo,18-10-2015,Operations,Operations Analyst,PhD,"61,708",Good,No,18-03-1998,07-05-2018
308,00-50165370,Robert,Gonzalez,Female,New York,New York City,12-03-2022,Operations,Operations Analyst,High School,"1,19,534",Good,No,25-03-1968,01-05-2026
309,00-32027350,Joseph,Lopez,Male,New York,Rochester,22-05-2017,Operations,Operations Analyst,PhD,"1,07,984",Good,No,20-03-1991,11-06-2018
310,00-28792245,Patricia,Jackson,Male,Pennsylvania,Allentown,22-04-2019,Operations,Logistics Coordinator,PhD,"91,222",Excellent,No,18-03-1996,
311,00-96519508,John,Davis,Male,New York,Rochester,27-09-2021,Customer Service,Support Specialist,High School,"89,537",Satisfactory,Yes,20-03-1991,
312,00-78386961,Michael,Gonzalez,Female,New York,Buffalo,31-03-2022,Marketing,Marketing Manager,Bachelor,"1,14,865",Satisfactory,No,22-03-1980,
313,00-77052833,Karen,Williams,Female,New York,Rochester,19-12-2024,Operations,Operations Manager,Master,"91,480",Good,No,18-03-1996,
314,00-86286724,Susan,Lopez,Female,New York,Rochester,29-08-2022,IT,Software Developer,PhD,"59,567",Satisfactory,No,17-03-2003,
315,00-11851322,William,Miller,Male,New York,New York City,05-09-2015,Operations,Inventory Specialist,Master,"1,15,673",Satisfactory,Yes,23-03-1978,
316,00-63992760,John,Moore,Female,New York,Rochester,28-11-2021,Operations,Operations Analyst,Master,"60,957",Good,No,21-03-1985,17-07-2023
317,00-30854365,Sarah,Hernandez,Female,New York,Buffalo,30-07-2021,Operations,Operations Manager,Master,"1,07,342",Good,No,20-03-1989,21-07-2022
318,00-68315400,Patricia,Anderson,Female,New York,Rochester,29-10-2021,Marketing,Marketing Manager,Master,"73,022",Good,No,18-03-1997,02-02-2023
319,00-11523452,Jennifer,Thomas,Male,Michigan,Grand Rapids,12-11-2020,IT,System Administrator,Bachelor,"98,741",Excellent,No,18-03-1996,
320,00-46072958,Patricia,Smith,Male,New York,Buffalo,19-01-2024,IT,IT Support Specialist,Master,"1,18,662",Excellent,No,17-03-2000,
